ENSGID	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50	sample51	sample52	sample53	sample54	sample55	sample56	sample57	sample58	sample59	sample60	sample61	sample62	sample63	sample64	sample65	sample66	sample67	sample68	sample69	sample70	sample71	sample72	sample73	sample74	sample75	sample76	sample77	sample78	sample79	sample80
ENSG00000186951	6.10596	25.323639	5.555251999999999	15.539565	9.235239	18.136681	2.37446	39.01548	4.359184	7.962489	23.57757	32.159664	4.792752	19.606928	8.517171000000001	15.025731	8.053324	19.85663	10.979118	9.201259	7.484441	3.348001	24.448420000000002	6.821286	6.293525	29.176424	5.8528139999999995	3.73083	2.83465	12.736198	6.874059	11.035583	9.522174	9.032689999999999	9.77567	9.548762	7.5216330000000005	14.329966	3.263579	28.781316999999998	10.840155000000001
ENSG00000244699					0.044896						0.0	0.029878							0.0607		0.065828				0.063536		0.032433	0.035358	0.044217		0.031902999999999994	0.039626						0.038442000000000004	0.038600999999999996		
ENSG00000171161	25.292177	8.13994	30.808777000000003	20.741117000000003	19.926865	29.93277	19.20993	17.062706	24.314444	18.905604999999998	13.671907000000001	22.452112	10.277526	7.708003999999999	23.186081	32.215191	7.181814999999999	9.915331	50.897255	13.672058999999999	11.02018	18.413292000000002	17.872785999999998	15.348536	10.100368	6.812324	13.057049000000001	7.2768630000000005	15.330439000000002	11.355097	6.192986	8.706594	19.146225	13.549641000000001	8.786002	41.498016	9.449199	14.863465	30.408053999999996	14.187504999999998	14.435398000000001
ENSG00000100731	0.632347	3.7173199999999995	1.060333	1.035423	1.3118299999999998	2.192016	2.398589	2.45071	3.631901	0.657103	2.459425	5.28722	1.889191	2.054913	5.026777	1.3804319999999999	0.740097	5.397524	4.433848	3.926878	1.941731	2.510595	4.521167	4.723866	1.464996	6.448844	2.296744	0.549187	2.418764	4.591563	1.92966	0.682998	1.201594	0.720869	0.705382	1.525823	2.718632	2.435234	4.621255000000001	1.746052	1.342778
ENSG00000249877								0.058271													0.041943																				
ENSG00000273555	0.365425	0.300482	0.355971	0.336109	0.711852	0.6497149999999999	0.062294	0.9823850000000001	0.20911	0.23169	0.45148999999999995	0.482336	0.019586000000000003	0.150075	0.680367	1.106687	0.339939	0.0	0.15908	0.779734	0.504509	0.35412	0.0	0.296914	0.643104	0.240682	0.323348	2.7266209999999997	2.14042	0.027677999999999998	0.013625	0.633057	0.43259	0.039229	0.735138	0.43610200000000005	0.140405	0.895816	0.871685	0.44405600000000006	0.25953699999999996
ENSG00000280145	0.357514	0.945321	0.48432200000000003	0.117789	0.22798800000000002	1.0767719999999998	0.6095520000000001	0.030832	0.088744	0.639894	0.5067510000000001	0.146806	0.247928	1.126902	0.644642	0.9701870000000001	0.153705	1.4366450000000002	0.552453	1.860727	0.15906199999999998	0.32501399999999997	0.14463199999999998	0.536956	0.800399	0.020728	2.447072	0.165695	1.797953	0.071916	0.337136	0.48145600000000005	0.060320000000000006	1.114114	0.289118	0.600116	0.233873	1.2109860000000001	3.028532	0.9502	0.075412
ENSG00000143569	45.159302000000004	48.944138	33.890144	34.004845	41.021049	76.904579	12.767227	88.634438	37.747837	45.605606	31.477247	60.873737	13.790818	90.676872	56.236729000000004	122.20205700000001	26.345971999999996	277.87060499999995	65.288658	101.59201800000001	40.500328	12.037245	24.501799	31.742092	35.551048	33.2999	67.188133	49.265246999999995	99.716766	11.218925	16.832468	20.641005	24.187832	32.746094	22.053086999999998	35.142792	14.293524	58.825516	76.936836	42.80658	39.060379
ENSG00000180919	0.026505	0.058845	0.018985			0.022797	0.020765000000000002	0.037742000000000005	0.023234		0.062470000000000005	0.050842	0.026114	0.11124	0.002362		0.045325		0.042421	0.074111	0.109028		0.016189		0.08660599999999999	0.053485000000000005	0.235152		0.283265			0.038079	0.026826999999999997	0.06901399999999999		0.098642	0.019201	0.01847	0.012364	0.049339	
ENSG00000273981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000280420		0.121683			0.146899			0.12466400000000001	0.090634	0.0				0.066845		0.044832		0.244682	0.010518000000000001	0.021118	0.123019	0.026947000000000002	0.122022		0.17223	0.031826	0.147331	0.222392	0.305505		0.057654					0.134383	0.010473	0.093421	0.123234		0.0
ENSG00000200792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.131206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.095934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.106277	0.162641	0.0	0.0	0.0	0.0
ENSG00000220575			0.021577000000000002																	0.0																					
ENSG00000166428	0.034968	0.216306	0.21076199999999998	0.116481	0.532497	0.07848	1.024111	0.235327	0.279382	0.775995	0.265438	0.04591	0.44753699999999996	0.010516	0.492612	0.046099	0.021208	1.7461400000000002	1.914051	0.146768	0.9747709999999999	0.161958	0.07297200000000001	4.336147	0.617466	0.10616099999999999	0.08966299999999999	2.5153939999999997	1.021648	0.066143	0.460108	0.332038	2.177547	0.747242	0.5261170000000001	0.011927	0.152678	0.083189	4.057003	0.5626180000000001	0.674995
ENSG00000232722																																		0.020231							
ENSG00000129675	0.686605	0.7489939999999999	7.608764999999999	1.330548	1.515623	2.223944	0.521233	1.4426649999999999	1.363736	2.6943900000000003	3.903574	0.708765	0.919542	1.2292	2.0819509999999997	0.853503	1.093345	4.077209	3.032282	1.1231	5.672358999999999	1.4110129999999999	1.544443	4.718504	1.226377	6.902386999999999	2.242193	1.074423	2.4570220000000003	3.007797	1.0833	0.43900200000000006	2.370087	2.09883	0.959312	0.793574	1.453571	1.7624229999999999	3.316131	4.1256639999999996	1.8685049999999999
ENSG00000199883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024973	0.0	0.0	0.0	0.054301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08488899999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049864	0.0	0.0	0.0	0.0
ENSG00000226204								0.0						0.029806																											
ENSG00000100426	2.0944990000000003	10.185828	1.511672	2.5959630000000002	5.067648999999999	4.50556	0.5602050000000001	3.9928790000000003	3.212885	3.112452	2.3311029999999997	2.425128	1.228029	4.348487	5.548712999999999	6.631717999999999	1.861191	5.892526999999999	5.874457	2.844487	2.477563	2.194818	2.241363	2.858498	2.282425	2.551466	4.746543	1.8905830000000001	8.493734	1.95662	1.2077309999999999	1.281139	2.4177939999999998	2.228966	1.3862290000000002	2.831125	1.4659360000000001	4.178869000000001	4.153139	4.0848830000000005	3.614835
ENSG00000187017	27.597566999999998	4.6293370000000005	20.885632	9.020319	12.908401	29.886301	15.731860999999999	16.959278	11.754653999999999	8.890259	17.806322	25.963836999999998	10.693483	8.852325	17.083979	17.47739	2.8466110000000002	1.214292	13.299895000000001	23.91762	27.429495000000003	11.333366999999999	20.165215	9.364985	8.316605000000001	36.189533000000004	27.1033	2.56105	3.0105869999999997	9.517646000000001	45.128529	5.078979	16.485502	7.613291	16.205528	23.016935	9.766853	3.37295	0.357174	8.635016	3.14888
ENSG00000253843				0.032769			0.0				0.01857	0.100966										0.0				0.039598							0.021931								
ENSG00000117281	0.1546	0.284819	0.095389	0.081456	0.25014200000000003	0.06351699999999999	0.08552699999999999	0.184952	0.161863	0.48730200000000007	0.074139	0.10848499999999998	0.099906	0.10355999999999999	0.19015	0.171507	0.036786	0.16750299999999999	0.6940390000000001	0.13884100000000002	1.2391299999999998	0.017713999999999997	0.270542	0.411207	0.380283	0.264098	0.315988	0.19230899999999998	0.544417	0.1739	0.23248000000000002	0.17974	0.123793	0.133614	0.026206999999999998	0.176342	0.660816	0.437938	0.168436	0.29894499999999996	0.098781
ENSG00000154839	0.983125	7.632196	16.839428	0.611183	0.818951	5.308592	0.26518800000000003	3.9597290000000003	1.222888	4.7485919999999995	0.231012	1.4690020000000001	0.252963	2.4451389999999997	4.1971989999999995	7.293121000000001	0.09736	7.032174	2.9413110000000002	3.2257830000000003	3.9005389999999998	1.224331	6.109733	0.290963	0.219248	0.261337	4.031866	4.334598000000001	3.6397510000000004	0.124904	0.344406	0.620092	1.546784	1.3735469999999999	0.321635	1.503126	0.050999	0.8360129999999999	0.275954	1.287962	2.193724
ENSG00000067208	4.549675	2.926884	3.587475	2.904203	4.490819	5.571008999999999	1.8721759999999998	3.817815	2.3494029999999997	2.298125	1.177914	7.521764	1.086652	5.968952	5.89813	6.269378	2.092579	14.247233	8.505673	4.019065	5.742471	1.9681689999999998	3.7118089999999997	4.559851	2.716494	3.075028	10.059066	2.431629	14.39972	5.06077	2.163425	1.551856	2.98469	1.9646290000000002	1.453849	5.272277	4.245746	4.795851	2.60236	4.259672	5.9648330000000005
ENSG00000266482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000231477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21259299999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000278107	0.371938	0.41267600000000004	1.1554360000000001	0.927675	0.750356	0.579807	2.265552	0.390229	0.414256	0.9453590000000001	1.700712	2.98738	1.512848	0.637501	0.276538	0.312298	0.100772	0.090264	0.42392399999999997	0.098497	0.4408	0.634494	0.25195700000000004	0.9448700000000001	1.15268	1.30116	0.770962	2.876297	1.107924	0.737085	1.4618	0.6887939999999999	0.8877719999999999	1.051097	0.604554	1.502011	2.288352	0.266277	0.33877399999999996	0.38697	0.276185
ENSG00000108960	2.237329	19.437965	12.409966	8.659774	13.689613	16.90519	0.9337139999999999	6.5229	8.952954	8.128116	1.6605849999999998	3.171134	1.68275	18.000385	5.003572	14.686823	5.0213779999999995	23.319019	21.754219	6.456246	8.995696	6.974543	5.555196	17.072006	2.975699	4.551044999999999	9.609225	8.364839	50.906841	3.2225650000000003	0.935743	3.9817370000000003	7.853617999999999	6.454014	4.970375	8.526498	5.439696	5.412031	13.205449	5.9381639999999996	5.060741
ENSG00000166006			0.048514		0.00606		0.002188		2.251166	0.005207	0.002393	0.0		0.004494	0.00426		0.004906000000000001	5.4955989999999995	0.008939	0.06869600000000001		0.022735	5.260745	0.0	0.017506999999999998		0.274673	0.007067	6.7649669999999995	0.008222	0.026128	0.007788	2.9975389999999997			0.072507	0.115825				0.07559099999999999
ENSG00000204007																											0.007843000000000001														
ENSG00000250815	0.0	0.0	0.0	0.0	0.051771000000000005	0.0	0.037377	0.038028	0.027881	0.0	0.0	0.014212	0.0	0.0	0.0	0.0	0.0	0.0	0.016703	0.0	0.044433999999999994	0.0	0.05828200000000001	0.024572	0.0	0.048136	0.0	0.040772	0.138623	0.0	0.205288	0.045694	0.0035210000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000226388																																									
ENSG00000074964	15.649987	39.725291999999996	21.819382	15.718079000000001	32.265594	54.977244999999996	9.231881	37.155163	22.82724	11.639522999999999	15.428113	29.594019	11.441071	59.93003100000001	32.434101	51.022366	16.047307999999997	26.357552000000002	66.304695	42.328041	24.357513	23.522812	40.133347	25.786648	25.204956	20.472731	93.778442	74.16333	67.367989	25.697998000000002	46.300385	58.218433	40.974327	25.471411	25.946407	75.606491	27.884657	9.877769	72.066147	22.15991	26.248123
ENSG00000255398	0.028576	0.6497470000000001	2.5471049999999997	0.014602	1.264761	4.4281559999999995	0.049089	0.139512	0.46108000000000005	0.361325	0.067352	0.20236300000000002	0.633343	0.055945	1.251889	0.194168	0.15671	1.429427	0.629591	0.090735	1.096187	0.081491	1.121208	0.609571	0.24554499999999999	0.14996800000000002	0.32500999999999997	1.741785	1.9111470000000002	0.394916	0.074539	0.44009899999999996	1.642175	0.40209	0.101479	1.008894	0.254775	0.026552	0.026661	0.505078	0.33721799999999996
ENSG00000279805	0.336321	0.12751300000000002	1.271474	0.142438	0.422907	0.738904	0.185618	0.424951	0.42129300000000003	0.239675	0.09443700000000001	0.30964899999999995	0.475685	0.076446	0.176057	0.283028	0.07135	3.565805	0.200425	0.210011	0.455981	0.090821	11.743101	0.42262700000000003	0.20010799999999998	0.526384	2.388287	0.080157	0.24454299999999998	0.083607	0.13013	0.09134099999999999	0.176577	0.227081	0.09521	1.039658	0.160842	0.15845499999999998	0.289174	0.339957	0.155198
ENSG00000252677	0.0	0.132919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.092414	0.0	0.141247	0.11205999999999999	0.11319000000000001	0.0	0.0	0.0	0.0	0.0	0.059112	0.0	0.0	0.0	0.0	0.055732000000000004	0.10232999999999999	0.300927	0.081624	0.0	0.0	0.0	0.0	0.0	0.068897	0.0	0.161671	0.0	0.0	0.0
ENSG00000276871	6.428688	0.525347	0.388252	0.564552	0.295998	0.155805	0.396042	0.055404999999999996	32.710476	0.577415	0.532558	2.084495	1.706943	0.107129	0.982252	1.373286	1.112506	0.297105	3.590364	3.081855	0.237373	0.662665	0.903172	2.2174650000000002	0.506332	0.320909	0.997315	1.396865	2.9804720000000002	0.42036999999999997	2.5958490000000003	0.363134	0.998827	0.390728	1.8292529999999998	1.568647	1.342775	0.615518	2.79057	1.4958690000000001	0.11423299999999999
ENSG00000253583			0.039947					0.066679						0.051936		0.38059											0.032788					0.040061									
ENSG00000170525	0.846909	7.455322	1.581684	30.199244	9.937461	1.273981	0.500743	3.442958	5.156276	4.778327	1.0537530000000002	0.9190280000000001	2.225579	3.593153	4.603587	2.123375	3.721224	21.988331	15.578476	6.79569	11.421596000000001	3.15062	1.617699	13.207188	1.001227	3.6959730000000004	2.0777	10.610967	48.642712	2.123481	1.0884639999999999	6.566578	6.948053999999999	3.086159	4.671344	9.236282000000001	2.907742	2.228111	60.031055	17.779978	5.851513
ENSG00000197302	1.1959540000000002	3.2439880000000003	2.8088580000000003	4.926051999999999	3.015534	3.890366	0.8525149999999999	3.407799	2.3709700000000002	1.8900029999999999	2.60161	2.754866	1.844065	3.4452589999999996	1.6096709999999999	5.656026	1.3547879999999999	3.834404	3.0176580000000004	2.4413009999999997	4.021578	3.1329	3.290781	2.84868	1.7190860000000001	3.4563040000000003	4.3512010000000005	2.154388	2.680211	1.637289	0.8087409999999999	1.2856020000000001	2.7380970000000002	2.599246	2.1115060000000003	1.753901	2.074191	3.9793819999999998	4.579899	2.452322	4.061839
ENSG00000175311	0.689837	13.076922	4.35248	3.243719	11.840684	17.555858999999998	3.827657	9.014083	5.77074	5.22628	9.86405	10.59713	5.961771	15.495783	6.872347	6.361957	9.438809	17.3806	5.632208	7.526489	5.378961	7.566286999999999	16.661013	6.0497	4.9961519999999995	0.0	10.80903	3.363775	0.7174050000000001	4.3757410000000005	4.818537	5.650513	4.070693	5.528699	6.112158	11.12904	13.786857999999999	14.338232999999999	0.685674	6.684913000000001	9.559414
ENSG00000237651	12.656531	9.203453999999999	9.739305	8.159392	14.378654999999998	11.674285000000001	7.667294999999999	19.748325	23.155874	11.555539	20.125059	13.345817000000002	10.821492999999998	15.511762	14.210154000000001	22.258638	19.880851999999997	26.500646999999997	20.923433	17.742183999999998	6.871408	17.05825	16.824497	7.453896	7.798037	16.393099	22.121094	1.8496419999999998	24.450808	16.63835	6.775281	9.92729	10.337803	9.147511	4.169094	7.296239999999999	12.048266	5.440386	51.087078000000005	11.467682	14.090971
ENSG00000224405	0.054230999999999994																	0.051106			0.074185	0.142787			0.065238		0.208135				0.048530000000000004	0.152579	0.053748000000000004			0.041606			0.049543000000000004		
ENSG00000227753	0.034802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032215	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.042318	0.0	0.0	0.03723	0.0	0.04376	0.0	0.039713	0.10263800000000001	0.0	0.0	0.0	0.021427	0.0	0.0	0.033173	0.0	0.0	0.0	0.0	0.030422
ENSG00000226153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229047	14.466159	13.596776	14.730297	28.766165	20.712412	9.585459	41.283302	21.425497	20.437098000000002	17.662409	26.628721000000002	31.270683000000002	9.918611	11.797293	11.500211	18.718494	6.127552	17.392185	38.937824	4.194776	7.836276	8.644031	8.035669	22.386644	11.73723	7.992462	14.948194	11.402105	26.73315	6.591874000000001	20.007851000000002	13.358682	15.686791	9.035167	13.952985	22.206839000000002	25.77104	8.085447	6.782336	10.752149000000001	10.494596000000001
ENSG00000115756	5.498386	18.608555	26.135857	11.707913000000001	15.113917	68.67405699999999	4.200945	29.773127000000002	24.082129000000002	14.502721	8.709577000000001	14.934747	5.212212	36.132797	15.643505	10.5795	12.603775	13.767303	44.250156	25.702068	9.134851	53.36845	14.795048999999999	25.364813	18.69669	25.000647	22.162855	7.686709	19.005272	17.430901000000002	7.858838	11.064744000000001	18.48151	22.975744	15.679042	25.122478	8.89739	20.805817	14.864614000000001	25.409914	16.932774
ENSG00000260202			0.0																																						
ENSG00000240409	4411.822754	375.44104	75.674454	288.191559	111.90514399999999	136.792053	43.081146000000004	138.859146	22.10577	103.34614599999999	206.583542	533.0155639999999	66.681915	98.345215	366.322632	281.259888	388.718079	100.091782	305.643738	178.757202	468.76592999999997	243.69700600000002	26.912148	109.128952	33.292122	96.057213	216.18875099999997	535.465881	87.963516	638.3719480000001	14.0861	536.358337	227.32962	24.994851999999998	31.576906	274.889465	335.328583	111.244621	222.925873	416.67620800000003	63.139336
ENSG00000241539		0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.056896	0.0			0.0	0.0	0.0	0.0	0.0		0.0	0.0			0.0	0.0	0.065763	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0
ENSG00000241612	22.094856	13.944641	6.527337999999999	9.971714	9.773185	5.769373000000001	19.521832999999997	8.093017	13.401438	10.211659	9.545553	15.098253	14.356735	15.486948000000002	10.173108000000001	7.120280999999999	8.878715	13.841676000000001	32.595959	8.093717	7.870516	10.983242	12.052663	9.74254	25.094414	9.604485	12.765664	37.765293	32.203884	5.669974	17.229063	13.083257000000001	14.863179	10.191846	14.353022	19.30274	19.817144	11.159597999999999	17.02046	7.618596000000001	4.359662999999999
ENSG00000225632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025596999999999998	0.0	0.0	0.0	0.0	0.0	0.021544	0.054069000000000006	0.0	0.0	0.0	0.026323000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000235227			0.032876					0.027438	0.012991999999999998				0.0	0.099735					0.0			0.0	0.041176						0.0						0.0						
ENSG00000200312	0.0	0.0	0.0	0.0	0.0	0.041951999999999996	0.221313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.072078	0.0	0.0	0.089152	0.0	0.0	0.0	0.0	0.076432	0.0	0.0	0.045507	0.0	0.0
ENSG00000236383	0.068944	0.11551099999999999	1.2171610000000002	0.091257	0.290731	0.074893	0.198803	0.754007	0.641	0.379063	0.14716500000000002	0.46019099999999996	0.30409400000000003	0.268915	0.499939	0.218552	0.00441	1.38865	0.27786	0.086015	0.45749300000000004	0.337814	0.279514	0.449772	0.201932	0.237681	0.499385	0.233448	0.520417	0.10867	0.033554	0.313861	0.47008	0.72012	0.22504200000000002	0.19298900000000002	0.277831	0.9243680000000001	0.174746	0.379112	0.156469
ENSG00000273815																																									
ENSG00000227488			0.037697				0.003121	0.6804520000000001		0.021497					0.008826						5.417073						17.786016		18.007233			0.009249							0.016217		
ENSG00000266774																																									
ENSG00000086102	20.665285	13.147302999999999	10.166350999999999	13.836051999999999	15.359195999999999	7.892027000000001	7.032353	16.622442000000003	9.501444000000001	11.694276	14.773241	15.586886999999999	10.752064	13.835156	16.075537	16.052242	11.006111	28.171428999999996	9.455441	41.343826	6.309101999999999	9.632097	9.543609	13.620970000000002	7.138215	24.975979000000002	16.159157	13.329292	19.527514	9.979223	6.764791000000001	2.960038	10.002069	10.104586	7.709917999999999	9.981874000000001	12.459529	31.773747999999998	22.110001	26.918036999999998	14.137820999999999
ENSG00000077782	1.025404	1.403153	0.48780500000000004	1.325536	5.2340480000000005	0.791462	1.113759	1.29674	4.082301	1.35779	1.069468	0.50638	1.9553779999999998	0.8764350000000001	1.9326729999999999	0.724996	0.609016	6.9693130000000005	7.722878	3.869128	2.043234	0.836123	1.887347	10.680568	1.499247	2.569008	0.618119	1.585701	50.874908000000005	1.6693099999999998	0.410315	0.29385300000000003	4.679042	3.2877400000000003	6.532961	0.364717	3.2962589999999996	1.759659	23.505905	2.483682	3.122947
ENSG00000228156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000258210	18.126151999999998	36.235359	50.982006	15.660135	21.011713	24.596937	6.941706	23.278195999999998	29.218851	23.858669	17.653866	20.964226	11.945730000000001	15.183743	25.097584	42.133808	16.441681	42.873672	12.870353999999999	21.516061999999998	25.963991	16.607023	19.740955	23.998953	17.271595	23.946566	43.771873	22.815832	36.745521999999994	14.006331	8.959458	15.564048000000001	20.558798	31.5378	17.661919	10.609884	14.414628	31.229121999999997	33.532204	24.391918	19.912264
ENSG00000266701	1.522705	0.101138	2.268214	1.446374	1.428264	3.421222	1.119472	1.4261979999999999	1.7472349999999999	5.145857	1.6974200000000002	0.41007	0.402033	1.209845	1.355908	3.2518130000000003		4.5089760000000005	2.060023	3.086857	2.68626	1.1352719999999998	2.34453	0.479458	0.887599	1.076219	1.737701	0.142536	1.4765709999999999	0.47886000000000006	0.8424799999999999	2.148191	0.24733400000000003		0.573766	1.669952	1.094719	0.45518400000000003	1.942948	1.584881	1.1315110000000002
ENSG00000279834	0.0	0.0091	0.0	0.010053	0.0		0.0		0.007036	0.0	0.0		0.0	0.007973000000000001	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024296	0.009438	0.0	0.0	0.011176	0.011003	0.0	0.0		0.0	0.0	0.017353	0.005593	0.0	0.0	0.0
ENSG00000167799	13.286142000000002	9.240774	9.267852	14.739967000000002	8.772842	18.161832999999998	13.440532000000001	48.539803000000006	6.7126399999999995	22.919069	19.22514	6.692964	7.6722529999999995	6.625933	13.812026000000001	11.388845	23.697708	10.176695	13.893488	12.366138000000001	9.020055000000001	6.969274	17.277348999999997	9.058489	3.9567900000000003	13.129485999999998	18.684445999999998	4.508274	10.123687	19.036631	22.998272	6.779033999999999	4.533691999999999	7.3448720000000005	13.038935	7.580161	9.587749	6.826942	39.679119	9.308908	21.489258
ENSG00000255686		0.0		0.087893	0.0			0.084356	0.0	0.049602999999999994	0.0				0.0	0.068478			0.085145		0.22296	0.0		0.054799	0.087142		0.125108		0.056854999999999996		0.048618	0.0	0.053846000000000005	0.139232					0.048049	0.198061	
ENSG00000280168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010431999999999999	0.044499000000000004	0.070998	0.0	0.0	0.037511	0.0	0.0	0.10260799999999999	0.018601	0.036641	0.0	0.0	0.0	0.0	0.0	0.0	0.031181999999999998	0.21647399999999997	0.0	0.0	0.040688999999999996	0.0	0.0	0.0	0.0	0.100175	0.0	0.0	0.0	0.054904999999999995	0.049210000000000004	0.05684500000000001	0.0
ENSG00000136167	34.575256	11.171185000000001	17.126108	7.485589999999999	14.973448000000001	6.41427	5.4738489999999995	11.581458	7.024533	74.176521	6.323780999999999	6.112951	16.304197	5.265058	69.073975	15.097332000000002	1.7145700000000001	33.052513	13.50919	10.4295	102.475349	43.144672	33.224754	47.286499	9.009426	28.351796999999998	20.104626	5.4984150000000005	51.934074	7.939665	4.647321	5.302298	32.237747	18.831728	6.496258	3.273086	10.037283	13.293054000000001	8.325835000000001	53.871704	11.484366
ENSG00000252508	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0
ENSG00000172831	247.407135	214.18229700000003	104.88530700000001	748.3945309999999	176.416275	242.19928	300.778473	545.185059	502.083038	304.32309	845.98468	467.71700999999996	323.84259	436.76370199999997	76.73867800000001	646.762146	248.14811699999998	242.11622599999998	127.69180300000001	464.06842	166.589417	485.76095599999996	459.08139000000006	329.784882	139.09393300000002	381.166321	130.528534	55.355175	48.922146000000005	262.85858199999996	524.039185	124.689453	488.37536600000004	362.837769	315.363586	94.268303	330.261658	494.3498230000001	28.841955	430.60989400000005	36.435162
ENSG00000226754	0.964841	0.17443699999999998	0.531391	0.356639	0.054942	2.160254	2.076965	1.277683	0.13283599999999998	0.921582	2.60549	1.43108	0.460373	1.09942	0.426938	1.9860380000000002	0.608708	3.737336	2.8220080000000003	0.28102	0.736677	0.303423	0.8547309999999999	0.48326	0.33350799999999997	0.629047	1.02286	2.266563	0.49131199999999997	0.573225	0.827472	0.286831	0.49202299999999993	1.024309	0.450092	0.511696	0.452427	1.458617	0.790479	0.28225100000000003	0.280031
ENSG00000279187	0.025847000000000002	0.041839999999999995	0.0	0.010272	0.0	0.0906	0.0	0.029314999999999997	0.055268	0.032381	0.03866	0.053080999999999996	0.012121	0.10741700000000001	0.0	0.007918000000000001	0.024043000000000002	0.011720999999999999	0.026253	0.023255	0.022915	0.008184	0.015028	0.006336	0.0	0.030772000000000004	0.080866	0.066913	0.137638	0.011419	0.0	0.011781999999999999	0.0	0.016184	0.001506	0.019277000000000002	0.020052	0.08239500000000001	0.058823	0.068463	0.016988
ENSG00000226755				0.025093							0.025757			0.024878	0.023377000000000002									0.030957					0.028773000000000003			0.028783999999999997				0.021584			0.026869999999999998		0.08342100000000001
ENSG00000135763	9.334439	2.528063	2.526627	2.765894	2.846539	4.760997	1.0948229999999999	2.304334	3.450252	4.029313	1.8108400000000002	2.653779	1.032036	2.937376	4.6262099999999995	5.7459620000000005	1.782315	2.581277	4.246213	4.753515	1.7878	1.898062	3.178066	2.2999650000000003	1.270779	3.669092	3.7724379999999997	4.082127	5.6223980000000005	0.813639	0.6247119999999999	0.763202	2.336127	1.338854	0.8456100000000001	2.121916	1.757314	2.807799	2.617957	2.2172970000000003	2.5530909999999998
